,eventDate,year,month,day,habitat,countryCode,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,hasCoordinate,species,iucnRedListCategory,substrate,latitude,longitude,coorUncert,observationID,region,district,filename,category_id,metaSubstrate,poisonous,elevation,landcover,biogeographicalRegion,filepath,label,is_augmented
2605,2020-02-08,2020,2.0,8.0,Acidic oak woodland,DK,Peziza perparva Harmaja,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,perparva,True,Peziza perparva,NE,soil,56.022684,12.003536,10.0,2592379507,Hovedstaden,Halsnæs,2-2592379507.JPG,1630,jord,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/2-2592379507.JPG,18,False
2606,2018-04-19,2018,4.0,19.0,Willow scrubland,DK,Trichopezizella rubroguttata (Svrček) Moyne,Fungi,Ascomycota,Leotiomycetes,Helotiales,Solenopeziaceae,Trichopezizella,rubroguttata,True,Trichopezizella rubroguttata,NE,"stems of herbs, grass etc",55.653089,11.92657,75.0,2238546517,Sjælland,Lejre,4-2238546517.JPG,2288,plant material,0,4.0,1.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/4-2238546517.JPG,12,False
2607,2020-02-06,2020,2.0,6.0,natural grassland,DK,Lamprospora arvensis (Velen.) Svrček,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Octospora,arvensis,True,Octospora arvensis,NE,mosses,56.733333,9.47471,5.0,2575119780,Nordjylland,Vesthimmerland,3-2575119780.JPG,1209,mosses,0,54.0,12.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/3-2575119780.JPG,18,False
2608,2021-09-05,2021,9.0,5.0,heath,DK,Lophodermina melaleuca (Fr.) Höhn.,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,melaleuca,True,Lophodermium melaleucum,NE,"dead stems of herbs, grass etc",56.473167,8.383846,5.0,3345599375,Midtjylland,Lemvig,0-3345599375.JPG,1322,plant material,0,0.0,17.0,atlantic,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-3345599375.JPG,12,False
2609,2021-08-17,2021,8.0,17.0,Mixed woodland (with coniferous and deciduous trees),SE,Cudonia confusa Bres.,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Cudoniaceae,Cudonia,confusa,True,Cudonia confusa,NE,soil,61.268888,14.747794,195.0,3336949331,Dalarna,Orsa,0-3336949331.JPG,614,jord,0,172.0,1.0,boreal,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-3336949331.JPG,12,False
2610,2018-12-31,2018,12.0,31.0,park/churchyard,DK,Penicillium expansum Link,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,expansum,True,Penicillium expansum,NE,fruits,55.690649,12.548893,75.0,4847340429,Hovedstaden,København,0-4847340429.JPG,1595,plant material,0,72.0,8.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-4847340429.JPG,7,False
2611,2012-05-16,2012,5.0,16.0,Unmanaged coniferous woodland,DK,Rhabdocline pseudotsugae Syd.,Fungi,Ascomycota,Leotiomycetes,Helotiales,Cenangiaceae,Rhabdocline,pseudotsugae,True,Rhabdocline pseudotsugae,NE,living leaves,55.865451,12.511437,25.0,2449441855,Hovedstaden,Rudersdal,2-2449441855.JPG,1956,plant material,0,74.0,8.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/2-2449441855.JPG,12,False
2612,2019-10-12,2019,10.0,12.0,coniferous woodland/plantation,DK,Rhizopogon villosulus Zeller,Fungi,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,villosulus,True,Rhizopogon villosulus,NE,soil,55.767263,12.408538,250.0,2427873127,Hovedstaden,Furesø,3-2427873127.JPG,1965,jord,0,10.0,5.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/3-2427873127.JPG,0,False
2613,2012-06-19,2012,6.0,19.0,Mixed woodland (with coniferous and deciduous trees),DK,Olla millepunctata (Lib.) Svrček,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyalopeziza,millepunctata,True,Hyalopeziza millepunctata,NE,"stems of herbs, grass etc",55.65888,12.03844,25.0,2238145779,Sjælland,Roskilde,0-2238145779.JPG,1536,plant material,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2238145779.JPG,12,False
2614,1995-10-17,1995,10.0,17.0,Deciduous woodland,DK,"Craterium leucocephalum (Pers. ex J.F.Gmel.) Ditmar, 1813",Protozoa,Mycetozoa,Myxomycetes,Physarales,Physaraceae,Craterium,leucocephalum,True,Craterium leucocephalum,NE,"living stems of herbs, grass etc",55.947277,11.55803,250.0,2812985335,Sjælland,Odsherred,0-2812985335.JPG,583,plant material,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2812985335.JPG,15,False
2615,2018-10-09,2018,10.0,9.0,Willow scrubland,GB,Hypocreopsis rhododendri Thaxt.,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypocreopsis,rhododendri,True,Hypocreopsis rhododendri,NE,fungi,50.418855,-4.740497,75.0,2238570667,England,Cornwall,0-2238570667.JPG,1090,fungi and mycetozoans,0,0.0,17.0,atlantic,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2238570667.JPG,20,False
2616,2018-03-31,2018,3.0,31.0,coniferous woodland/plantation,DK,Cudoniella buissonii Grelet,Fungi,Ascomycota,Leotiomycetes,Helotiales,Tricladiaceae,Cudoniella,buissonii,True,Cudoniella buissonii,NE,dead wood (including bark),56.067053,12.240761,25.0,2238545459,Hovedstaden,Gribskov,0-2238545459.JPG,615,wood,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2238545459.JPG,12,False
2617,2018-10-12,2018,10.0,12.0,park/churchyard,GB,Physalacria stilboidea (Cooke) Sacc.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Physalacria,stilboidea,True,Physalacria stilboidea,NE,leaf or needle litter,50.434268,-4.798405,10.0,2238572944,England,Cornwall,0-2238572944.JPG,1708,plant material,0,0.0,17.0,atlantic,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2238572944.JPG,0,False
2618,2019-03-30,2019,3.0,30.0,other habitat,DK,Trapeliopsis flexuosa (Fr.) Coppins & P.James,Fungi,Ascomycota,Lecanoromycetes,Baeomycetales,Trapeliaceae,Trapeliopsis,flexuosa,True,Trapeliopsis flexuosa,NE,dead wood (including bark),55.778866,12.333716,10.0,2237861138,Hovedstaden,Furesø,1-2237861138.JPG,2241,wood,0,75.0,5.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-2237861138.JPG,11,False
2619,2017-07-27,2017,7.0,27.0,Deciduous woodland,DK,Pachyphlodes ligerica (Tul. & C.Tul.) Zobel,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Pachyphlodes,ligerica,True,Pachyphlodes ligerica,NE,soil,55.748854,12.578111,75.0,2238498418,Hovedstaden,Gentofte,6-2238498418.JPG,1564,jord,0,89.0,8.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/6-2238498418.JPG,18,False
2620,2019-08-26,2019,8.0,26.0,roadside,DK,"Russula roseocremea R.Socha, Hálek & Baier",Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,roseocremea,True,Russula roseocremea,NE,soil,56.035419,12.184611,15.0,4100089354,Hovedstaden,Gribskov,1-4100089354.JPG,2019,jord,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-4100089354.JPG,0,False
2621,2021-12-19,2021,12.0,19.0,Deciduous woodland,DK,"Fuligo luteonitens L.G.Krieglst. & Nowotny, 1995",Protozoa,Mycetozoa,Myxomycetes,Physarales,Physaraceae,Fuligo,luteonitens,True,Fuligo luteonitens,NE,dead wood (including bark),54.764172,11.556522,15.0,3441337303,Sjælland,Guldborgsund,5-3441337303.JPG,877,wood,0,635.0,1.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/5-3441337303.JPG,15,False
2622,2018-09-27,2018,9.0,27.0,Deciduous woodland,DK,Phlebia livida (Pers.) Bres.,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Mycoacia,livida,True,Mycoacia livida,NE,dead wood (including bark),55.674099,9.525982,75.0,2238564042,Syddanmark,Vejle,0-2238564042.JPG,1664,wood,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2238564042.JPG,0,False
2623,2017-09-22,2017,9.0,22.0,Mixed woodland (with coniferous and deciduous trees),DK,"Fuligo muscorum Alb. & Schwein., 1805",Protozoa,Mycetozoa,Myxomycetes,Physarales,Physaraceae,Fuligo,muscorum,True,Fuligo muscorum,NE,other substrate,55.640569,8.508718,25.0,2238512677,Syddanmark,Varde,8-2238512677.JPG,878,other substrate,0,0.0,17.0,atlantic,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/8-2238512677.JPG,15,False
2624,2019-03-30,2019,3.0,30.0,bog,DK,Strangospora moriformis (Ach.) Stein,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Strangosporaceae,Strangospora,moriformis,True,Strangospora moriformis,NE,dead wood (including bark),56.054009,12.54949,25.0,2237860383,Hovedstaden,Helsingør,2-2237860383.JPG,2162,wood,0,115.0,5.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/2-2237860383.JPG,11,False
2625,2018-10-28,2018,10.0,28.0,Mixed woodland (with coniferous and deciduous trees),DK,Hydnomerulius pinastri (Fr.) Jarosch & Besl,Fungi,Basidiomycota,Agaricomycetes,Boletales,Paxillaceae,Hydnomerulius,pinastri,True,Hydnomerulius pinastri,NE,wood chips or mulch,56.025634,12.022665,75.0,2238578408,Hovedstaden,Halsnæs,3-2238578408.JPG,1037,wood,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/3-2238578408.JPG,0,False
2626,2019-09-12,2019,9.0,12.0,Deciduous woodland,DK,Geoglossum difforme Fr.,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,difforme,True,Geoglossum difforme,NT,soil,55.796842,12.394776,75.0,2417206179,Hovedstaden,Furesø,1-2417206179.JPG,906,jord,0,119.0,5.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-2417206179.JPG,9,False
2627,2021-05-29,2021,5.0,29.0,hedgerow,DK,Pyrenopeziza urticicola (W.Phillips) Boud.,Fungi,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Pyrenopeziza,urticicola,True,Pyrenopeziza urticicola,NE,"stems of herbs, grass etc",55.068853,8.947092,65.0,3126950307,Syddanmark,Tønder,1-3126950307.JPG,1915,plant material,0,0.0,17.0,atlantic,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-3126950307.JPG,12,False
2628,2021-10-15,2021,10.0,15.0,Mixed woodland (with coniferous and deciduous trees),DK,Melanospora caprina (Fr.) Sacc.,Fungi,Ascomycota,Sordariomycetes,Melanosporales,Ceratostomataceae,Melanospora,caprina,True,Melanospora caprina,NE,fungi,56.052399,12.551001,63.0,3386486432,Hovedstaden,Helsingør,5-3386486432.JPG,1393,fungi and mycetozoans,0,109.0,5.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/5-3386486432.JPG,20,False
2629,2021-08-11,2021,8.0,11.0,Mixed woodland (with coniferous and deciduous trees),DK,"Cribraria piriformis Schrad., 1797",Protozoa,Mycetozoa,Myxomycetes,Cribrariales,Cribrariaceae,Cribraria,piriformis,True,Cribraria piriformis,NE,dead wood (including bark),56.108619,12.194299,10.0,3417638303,Hovedstaden,Gribskov,3-3417638303.JPG,592,wood,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/3-3417638303.JPG,15,False
2630,2013-09-23,2013,9.0,23.0,gravel or clay pit,DK,Hebeloma odoratissimum Britzelm.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,odoratissimum,True,Hebeloma odoratissimum,NE,soil,57.16103,9.86141,50.0,2238335646,Nordjylland,Jammerbugt,2-2238335646.JPG,969,jord,0,36.0,12.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/2-2238335646.JPG,0,False
2631,1863-05-15,1863,5.0,15.0,other habitat,DK,Glonium lineare (Fr.) De Not.,Fungi,Ascomycota,Dothideomycetes,Mytilinidiales,Gloniaceae,Glonium,lineare,True,Glonium lineare,NE,dead wood (including bark),55.103197,10.705284,500.0,2446758492,Syddanmark,Svendborg,0-2446758492.JPG,927,wood,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2446758492.JPG,5,False
2632,2016-07-03,2016,7.0,3.0,park/churchyard,DK,Russula minutula Velen.,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,minutula,True,Russula minutula,NE,soil,55.780652,12.590952,50.0,2238467079,Hovedstaden,Lyngby-Taarbæk,0-2238467079.JPG,2013,jord,0,45.0,5.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2238467079.JPG,0,False
2633,2018-10-14,2018,10.0,14.0,Unmanaged deciduous woodland,DK,Pluteus depauperatus Romagn.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,depauperatus,True,Pluteus plautus,NE,dead wood (including bark),56.138519,9.505208,15.0,2238572913,Midtjylland,Silkeborg,2-2238572913.JPG,1752,wood,0,30.0,14.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/2-2238572913.JPG,0,False
2634,2021-08-30,2021,8.0,30.0,meadow,DK,Crocicreas furvum (Graddon) S.E.Carp.,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Crocicreas,furvum,True,Crocicreas furvum,NE,dead wood (including bark),55.641755,10.183511,5.0,3343248329,Syddanmark,Nordfyns,0-3343248329.JPG,600,wood,0,25.0,12.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-3343248329.JPG,12,False
2635,2019-11-07,2019,11.0,7.0,Unmanaged deciduous woodland,GR,"Rubroboletus demonensis Vasquez, Simonini, Svetash., Mikšík & Vizzini",Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Rubroboletus,demonensis,True,Rubroboletus demonensis,NE,soil,39.819414,21.935278,50.0,2452380296,Thessaly and Central Greece,Thessaly,0-2452380296.JPG,1992,jord,0,562.0,4.0,mediterranean,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2452380296.JPG,0,False
2636,2021-06-24,2021,6.0,24.0,Forest bog,DK,Anthracoidea paniceae Kukkonen,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Anthracoideaceae,Anthracoidea,paniceae,True,Anthracoidea paniceae,NE,fruits,55.554102,11.87447,50.0,3311361317,Sjælland,Lejre,0-3311361317.JPG,81,plant material,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-3311361317.JPG,23,False
2637,2014-10-25,2014,10.0,25.0,natural grassland,DK,Tubaria minutalis Romagn.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tubariaceae,Tubaria,minutalis,True,Tubaria minutalis,NE,soil,56.16622,10.53276,50.0,2238398382,Midtjylland,Syddjurs,1-2238398382.JPG,2297,jord,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-2238398382.JPG,0,False
2638,2019-07-20,2019,7.0,20.0,Deciduous woodland,DK,Nectriopsis rubefaciens (Ellis & Everh.) M.S.Cole & D.Hawksw.,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Nectriopsis,rubefaciens,True,Nectriopsis rubefaciens,NE,fungi,55.562112,11.919029,25.0,2285836465,Sjælland,Lejre,2-2285836465.JPG,1500,fungi and mycetozoans,0,0.0,11.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/2-2285836465.JPG,20,False
2639,2020-05-25,2020,5.0,25.0,Mixed woodland (with coniferous and deciduous trees),DK,Dermea ariae (Pers.) Tul. & C.Tul. ex P.Karst.,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Dermea,ariae,True,Dermea ariae,NE,dead wood (including bark),56.083783,8.339181,25.0,2630761307,Midtjylland,Ringkøbing-Skjern,2-2630761307.JPG,671,wood,0,0.0,17.0,atlantic,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/2-2630761307.JPG,12,False
2640,2020-04-11,2020,4.0,11.0,natural grassland,DK,Cladonia botrytes (K.G.Hagen) Willd.,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,botrytes,True,Cladonia botrytes,NE,dead wood (including bark),56.228514,10.565135,25.0,2598726051,Midtjylland,Syddjurs,2-2598726051.JPG,333,wood,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/2-2598726051.JPG,11,False
2641,2021-07-23,2021,7.0,23.0,park/churchyard,DK,Erysiphe robiniae Grev.,Fungi,Ascomycota,Leotiomycetes,Helotiales,Erysiphaceae,Erysiphe,robiniae,True,Erysiphe robiniae,NE,living leaves,55.782258,12.489167,15.0,3327302343,Hovedstaden,Lyngby-Taarbæk,2-3327302343.JPG,839,plant material,0,105.0,5.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/2-3327302343.JPG,12,False
2642,2019-04-22,2019,4.0,22.0,roadside,DK,Requienella fraxini Jaklitsch & Voglmayr,Fungi,Ascomycota,Eurotiomycetes,Pyrenulales,Requienellaceae,Requienella,fraxini,True,Requienella fraxini,NE,bark of living trees,56.085782,10.226115,25.0,2237861694,Midtjylland,Århus,10-2237861694.JPG,1953,wood,0,6.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/10-2237861694.JPG,7,False
2643,2009-07-28,2009,7.0,28.0,Unmanaged deciduous woodland,DK,Inocybe albomarginata Velen.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,albomarginata,True,Inocybe albomarginata,NE,soil,56.00548,12.27997,75.0,2238181817,Hovedstaden,Gribskov,0-2238181817.JPG,1110,jord,0,8.0,8.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2238181817.JPG,0,False
2644,2021-08-05,2021,8.0,5.0,coniferous woodland/plantation,DK,Leptoporus mollis (Pers.) Quél.,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Leptoporus,mollis,True,Leptoporus mollis,NE,dead wood (including bark),56.030232,12.027288,15.0,3332293346,Hovedstaden,Gribskov,0-3332293346.JPG,1262,wood,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-3332293346.JPG,0,False
2645,2021-09-03,2021,9.0,3.0,Deciduous woodland,DK,Pluteus exiguus (Pat.) Sacc.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,exiguus,True,Pluteus exiguus,NE,soil,55.646066,10.170593,75.0,3343249443,Syddanmark,Nordfyns,0-3343249443.JPG,1754,jord,0,37.0,12.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-3343249443.JPG,0,False
2646,2019-01-06,2019,1.0,6.0,Mixed woodland (with coniferous and deciduous trees),DK,Venturiocistella pini (Höhn.) Baral,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyphodiscaceae,Venturiocistella,pini,True,Venturiocistella pini,NE,dead wood (including bark),56.089577,12.144493,25.0,2238587148,Hovedstaden,Gribskov,1-2238587148.JPG,2393,wood,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-2238587148.JPG,12,False
2647,2019-03-30,2019,3.0,30.0,park/churchyard,IT,Hymenochaete ulmicola Corfixen & Parmasto,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hymenochaete,ulmicola,True,Hymenochaete ulmicola,NE,bark of living trees,41.912296,12.479707,5.0,2237860702,Lazio,Roma,0-2237860702.JPG,1055,wood,0,0.0,17.0,mediterranean,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2237860702.JPG,0,False
2648,2016-03-07,2016,3.0,7.0,gravel or clay pit,DK,Cladonia cariosa (Lilj.) Spreng.,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,cariosa,True,Cladonia cariosa,NE,soil,56.151347,10.19115,25.0,2238493100,Midtjylland,Århus,0-2238493100.JPG,334,jord,0,4.0,9.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2238493100.JPG,11,False
2649,2021-03-05,2021,3.0,5.0,Mixed woodland (with coniferous and deciduous trees),DK,Valsa ceratophora Tul. & C.Tul.,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Valsa,ceratophora,True,Valsa ceratophora,NE,dead wood (including bark),54.788093,12.077646,5.0,3052905305,Sjælland,Guldborgsund,26-3052905305.JPG,2383,wood,0,135.0,1.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/26-3052905305.JPG,20,False
2650,2007-10-14,2007,10.0,14.0,dune,DK,Hygrocybe constrictospora Arnolds,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,constrictospora,True,Hygrocybe constrictospora,NE,soil,55.56075,8.08201,10.0,2238038187,Syddanmark,Varde,0-2238038187.JPG,1042,jord,0,0.0,17.0,atlantic,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2238038187.JPG,0,False
2651,2020-03-08,2020,3.0,8.0,Deciduous woodland,DK,"Cerinomyces aeneus A.Savchenko, Miettinen & J.C.Zamora",Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Cerinomycetaceae,Cerinomyces,aeneus,True,Cerinomyces aeneus,NE,dead wood (including bark),55.818922,12.505529,25.0,2575963998,Hovedstaden,Rudersdal,4-2575963998.JPG,289,wood,0,157.0,1.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/4-2575963998.JPG,4,False
2652,2021-10-28,2021,10.0,28.0,Bog woodland,DK,"Diderma montanum (Meyl.) Meyl., 1913",Protozoa,Mycetozoa,Myxomycetes,Physarales,Didymiaceae,Diderma,montanum,True,Diderma montanum,NE,mosses,55.961291,11.744372,5.0,3412508328,Sjælland,Odsherred,6-3412508328.JPG,691,mosses,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/6-3412508328.JPG,15,False
2653,2021-08-04,2021,8.0,4.0,garden,DK,Golovinomyces orontii (Castagne) V.P.Heluta,Fungi,Ascomycota,Leotiomycetes,Helotiales,Erysiphaceae,Golovinomyces,orontii,True,Golovinomyces orontii,NE,living leaves,55.681053,12.540422,15.0,3332302331,Hovedstaden,Frederiksberg,0-3332302331.JPG,937,plant material,0,66.0,5.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-3332302331.JPG,12,False
2654,2019-11-04,2019,11.0,4.0,Deciduous woodland,GR,"Suillellus adonis (Pöder & H.Ladurner) Vizzini, Simonini & Gelardi",Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,adonis,True,Suillellus adonis,NE,soil,39.777804,21.558693,100.0,3399796301,Thessaly and Central Greece,Thessaly,1-3399796301.JPG,2170,jord,0,756.0,10.0,mediterranean,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-3399796301.JPG,0,False
2655,2019-11-03,2019,11.0,3.0,Forest bog,DK,Hyaloscypha albohyalina (P.Karst.) Boud.,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,albohyalina,True,Hyaloscypha albohyalina,NE,dead wood (including bark),55.868425,11.96624,50.0,2452380929,Hovedstaden,Frederikssund,0-2452380929.JPG,1029,wood,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2452380929.JPG,12,False
2656,2013-07-11,2013,7.0,11.0,bog,DK,Anthracoidea paniceae Kukkonen,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Anthracoideaceae,Anthracoidea,paniceae,True,Anthracoidea paniceae,NE,fruits,55.553174,11.88341,5.0,2238550392,Sjælland,Lejre,0-2238550392.JPG,81,plant material,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2238550392.JPG,23,False
2657,2021-07-26,2021,7.0,26.0,natural grassland,DK,Urocystis pulsatillae (Bubák) Moesz,Fungi,Basidiomycota,Ustilaginomycetes,Urocystidales,Urocystidaceae,Urocystis,pulsatillae,True,Urocystis pulsatillae,NE,"living stems of herbs, grass etc",56.026737,12.000212,50.0,3329724313,Hovedstaden,Halsnæs,1-3329724313.JPG,2357,plant material,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-3329724313.JPG,23,False
2658,2013-09-26,2013,9.0,26.0,coniferous woodland/plantation,DK,Leucocortinarius bulbiger (Alb. & Schwein.) Singer,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Leucocortinarius,bulbiger,True,Leucocortinarius bulbiger,NE,soil,54.74451,11.093,10.0,2238338714,Sjælland,Lolland,1-2238338714.JPG,1291,jord,0,331.0,12.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-2238338714.JPG,0,False
2659,2013-09-16,2013,9.0,16.0,park/churchyard,DK,Conocybe velutipes (Velen.) Hauskn. & Svrček,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,velutipes,True,Conocybe velutipes,NE,soil,55.66786,12.40048,100.0,2238332741,Hovedstaden,Glostrup,1-2238332741.JPG,410,jord,0,96.0,1.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-2238332741.JPG,0,False
2660,2011-09-06,2011,9.0,6.0,park/churchyard,DK,Agaricus phaeolepidotus F.H.Møller,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,phaeolepidotus,True,Agaricus phaeolepidotus,NE,soil,55.75688,12.55158,25.0,2238051872,Hovedstaden,Gentofte,1-2238051872.JPG,19,jord,1,35.0,10.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-2238051872.JPG,0,False
2661,2020-07-25,2020,7.0,25.0,"wooded meadow, grazing forest",DK,Diplocarpon earlianum (Ellis & Everh.) F.A.Wolf,Fungi,Ascomycota,Leotiomycetes,Helotiales,Drepanopezizaceae,Diplocarpon,earlianum,True,Diplocarpon earlianum,NE,dead wood (including bark),55.068514,11.999335,50.0,2818067348,Sjælland,Vordingborg,1-2818067348.JPG,706,wood,0,149.0,1.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-2818067348.JPG,12,False
2662,2017-10-18,2017,10.0,18.0,Unmanaged deciduous woodland,DK,Psathyrella pseudocasca (Romagn.) Kits van Wav.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,pseudocasca,True,Psathyrella pseudocasca,NE,dead wood (including bark),56.134933,9.527807,75.0,2238524595,Midtjylland,Silkeborg,0-2238524595.JPG,1823,wood,0,28.0,12.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2238524595.JPG,0,False
